entity_id	valid	rejected	polled	electors	PA	UNP	JVP	NUA	SU	TULF	EPDP	NLF	IG2	ACTC	TELO	CWC	DPLF	PP	IG1	L&DA	SMBP	IG3	IG4	TNUoW	TLP	DUNF	IG5	ULF	ESMS	IG6	MULF	IG7	NPP	SLMK	PFF	SLPF	PLSF	JSP	RJP	SEP	IG9	IG8
EC-02J	0.0	0.0	0.0	0.0	40884.00000000001	30031.000000000007	7489.000000000003	338.99999999999983	1983.0	0	0	270.0	12.999999999999995	0	0	0	0	78.00000000000001	16.000000000000004	0	111.99999999999997	20.0	16.999999999999996	0	28.99999999999999	49.99999999999999	23.999999999999993	107.00000000000001	0	0	0	0	0	0	8.999999999999998	8.999999999999998	0	0	5.0	0	0	0
EC-02K	0.0	0.0	0.0	0.0	35896.999999999985	25052.99999999999	4575.999999999999	205.00000000000009	971.9999999999999	0	0	309.9999999999998	6.000000000000002	0	0	0	0	44.0	16.0	0	52.999999999999986	24.000000000000007	11.0	0	10.000000000000004	37.0	20.000000000000007	105.00000000000001	0	0	0	0	0	0	16.99999999999999	6.000000000000002	0	0	3.000000000000001	0	0	0
EC-02L	0.0	0.0	0.0	0.0	30827.999999999996	27052.000000000007	5796.000000000001	2038.9999999999995	1539.0	0	0	201.99999999999997	15.999999999999996	0	0	0	0	49.000000000000036	19.0	0	183.99999999999991	15.999999999999996	17.0	0	12.0	25.0	14.999999999999998	68.0	0	0	0	0	0	0	7.999999999999998	12.0	0	0	3.0	0	0	0
EC-02M	0.0	0.0	0.0	0.0	24734.0	24045.0	5650.999999999999	404.99999999999994	2292.0	0	0	178.0	9.0	0	0	0	0	57.999999999999986	19.999999999999993	0	169.99999999999997	11.0	14.999999999999996	0	14.999999999999996	21.0	11.0	62.0	0	0	0	0	0	0	4.999999999999998	9.0	0	0	4.999999999999998	0	0	0
EC-02P	0	0	0	0	11677	7362	2109	43	708	0	0	43	0	0	0	0	0	19	2	0	65	0	1	0	8	5	2	4	0	0	0	0	0	0	1	4	0	0	2	0	0	0
EC-03	0.0	0.0	0.0	0.0	255174.9999999998	217214.99999999977	38373.00000000001	11942.999999999996	15619.000000000005	0	0	2933.9999999999986	118.0	0	0	0	0	642.0000000000007	171.00000000000014	255.00000000000006	637.0	122.99999999999996	400.00000000000034	0	0	291.9999999999996	195.99999999999994	0	0	0	0	0	0	167.99999999999977	41.00000000000002	65.00000000000001	0	113.00000000000001	38.00000000000005	0	0	0
EC-03A	0.0	0.0	0.0	0.0	30847.999999999993	25994.000000000007	7047.000000000002	2856.9999999999995	4035.0	0	0	362.9999999999999	19.999999999999996	0	0	0	0	74.99999999999997	22.0	41.0	145.99999999999997	8.0	36.99999999999999	0	0	39.99999999999999	20.999999999999996	0	0	0	0	0	0	20.999999999999996	4.0	9.000000000000002	0	18.000000000000004	6.999999999999998	0	0	0
EC-03B	0.0	0.0	0.0	0.0	35859.999999999985	27434.00000000001	5533.999999999999	1687.9999999999998	2760.000000000001	0	0	322.99999999999994	20.999999999999996	0	0	0	0	48.00000000000001	15.000000000000004	13.999999999999998	80.99999999999999	16.999999999999993	55.0	0	0	31.999999999999993	22.000000000000004	0	0	0	0	0	0	22.000000000000004	6.000000000000001	15.999999999999996	0	30.000000000000007	3.0000000000000004	0	0	0
EC-03C	0.0	0.0	0.0	0.0	36659.00000000002	27259.000000000007	4191.000000000001	81.99999999999997	1233.0000000000002	0	0	452.00000000000006	13.0	0	0	0	0	75.99999999999997	20.000000000000004	17.0	80.00000000000001	15.000000000000009	48.00000000000001	0	0	37.0	17.0	0	0	0	0	0	0	12.000000000000002	3.0000000000000004	9.000000000000004	0	14.0	5.000000000000001	0	0	0
EC-03D	0.0	0.0	0.0	0.0	24308.000000000004	22811.999999999996	2036.9999999999995	471.00000000000017	596.9999999999999	0	0	265.0	15.999999999999998	0	0	0	0	51.99999999999998	17.999999999999996	16.999999999999993	51.99999999999998	15.000000000000002	37.99999999999999	0	0	40.999999999999986	16.999999999999993	0	0	0	0	0	0	5.000000000000001	6.0	3.0	0	10.000000000000002	1.9999999999999998	0	0	0
EC-03E	0.0	0.0	0.0	0.0	29968.000000000015	25517.999999999985	4708.999999999999	519.0	1647.9999999999995	0	0	426.0	16.0	0	0	0	0	80.00000000000003	28.00000000000001	75.00000000000003	52.0	15.000000000000004	56.00000000000002	0	0	40.000000000000014	39.0	0	0	0	0	0	0	37.0	5.999999999999999	5.000000000000002	0	10.999999999999998	7.000000000000003	0	0	0
EC-03F	0.0	0.0	0.0	0.0	31468.999999999996	26641.000000000004	5516.000000000002	2463.9999999999995	2427.9999999999995	0	0	289.00000000000006	8.0	0	0	0	0	47.00000000000001	22.000000000000004	52.00000000000001	80.00000000000001	17.0	32.0	0	0	30.0	26.000000000000004	0	0	0	0	0	0	26.000000000000004	5.999999999999997	2.9999999999999987	0	7.000000000000001	5.999999999999997	0	0	0
EC-03G	0.0	0.0	0.0	0.0	30178.999999999993	29391.999999999996	3987.9999999999995	3671.0000000000005	1565.0	0	0	299.0	11.000000000000002	0	0	0	0	184.99999999999997	20.999999999999993	17.999999999999993	32.99999999999999	8.0	64.0	0	0	31.000000000000004	17.999999999999993	0	0	0	0	0	0	20.999999999999993	6.0	12.0	0	6.0	4.999999999999999	0	0	0
EC-03H	0.0	0.0	0.0	0.0	28531.000000000015	27664.99999999999	4127.999999999999	153.00000000000003	835.0000000000003	0	0	492.0	13.0	0	0	0	0	67.00000000000001	25.000000000000004	9.0	92.00000000000006	27.99999999999999	70.00000000000003	0	0	40.99999999999998	33.0	0	0	0	0	0	0	19.999999999999993	4.000000000000001	8.000000000000002	0	15.000000000000002	3.0	0	0	0
EC-03P	0	0	0	0	7353	4500	1223	38	518	0	0	25	0	0	0	0	0	12	0	12	21	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
EC-04	0.0	0.0	0.0	0.0	282282.00000000035	243623.0	21564.999999999978	32022.999999999978	10999.000000000007	0	0	2819.9999999999977	264.0	0	0	6108.000000000005	0	1303.999999999999	102.99999999999994	0	708.0	65.00000000000009	178.9999999999997	1066.0000000000011	301.0000000000001	323.00000000000034	123.00000000000006	0	756.9999999999992	0	0	0	0	161.00000000000009	0	0	0	76.00000000000006	77.99999999999999	0	0	0
EC-04A	0.0	0.0	0.0	0.0	16050.999999999993	15399.000000000002	1144.0	1048.0	330.9999999999999	0	0	176.00000000000003	12.000000000000004	0	0	9.000000000000002	0	23.000000000000007	2.0000000000000004	0	19.999999999999996	3.000000000000001	9.000000000000002	22.000000000000004	14.000000000000002	18.000000000000004	7.000000000000001	0	52.999999999999986	0	0	0	0	9.000000000000002	0	0	0	4.999999999999999	2.0000000000000004	0	0	0
EC-04B	0.0	0.0	0.0	0.0	34177.000000000015	35828.00000000001	3731.9999999999995	10989.999999999998	1591.9999999999998	0	0	329.00000000000006	39.99999999999999	0	0	108.00000000000003	0	98.99999999999994	19.999999999999996	0	79.99999999999999	12.999999999999993	8.999999999999998	243.99999999999991	31.0	40.99999999999999	15.999999999999996	0	113.00000000000003	0	0	0	0	25.999999999999986	0	0	0	12.999999999999993	10.999999999999996	0	0	0
EC-04C	0.0	0.0	0.0	0.0	24235.000000000004	13805.000000000004	1016.0000000000003	3276.9999999999995	521.0000000000001	0	0	170.0	12.999999999999996	0	0	454.00000000000006	0	202.99999999999994	7.999999999999999	0	30.999999999999996	0.9999999999999999	9.000000000000002	77.00000000000001	18.999999999999996	17.0	7.999999999999999	0	54.99999999999998	0	0	0	0	7.999999999999999	0	0	0	3.9999999999999996	6.999999999999998	0	0	0
EC-04D	0.0	0.0	0.0	0.0	17896.999999999993	13825.0	743.9999999999999	43.000000000000014	47.99999999999999	0	0	209.99999999999997	11.999999999999998	0	0	46.0	0	95.0	6.999999999999998	0	6.999999999999998	3.9999999999999996	13.999999999999996	7.999999999999999	31.999999999999996	25.00000000000001	9.000000000000002	0	74.0	0	0	0	0	9.000000000000002	0	0	0	5.0	1.9999999999999998	0	0	0
EC-04E	0.0	0.0	0.0	0.0	13881.000000000004	10373.0	843.0000000000003	472.00000000000006	155.99999999999997	0	0	209.0	32.0	0	0	772.0000000000002	0	207.99999999999997	6.999999999999999	0	10.999999999999995	1.0	4.0	42.99999999999998	23.000000000000004	17.000000000000004	12.999999999999998	0	59.00000000000001	0	0	0	0	3.0000000000000013	0	0	0	3.0000000000000013	6.000000000000003	0	0	0
EC-04F	0.0	0.0	0.0	0.0	21906.0	22106.0	2314.9999999999995	882.9999999999998	897.9999999999998	0	0	156.99999999999994	17.0	0	0	966.9999999999998	0	176.0	7.000000000000001	0	71.0	7.000000000000001	37.000000000000014	54.99999999999998	17.0	27.000000000000004	10.0	0	52.000000000000014	0	0	0	0	14.000000000000002	0	0	0	7.000000000000001	3.0000000000000004	0	0	0
EC-04G	0.0	0.0	0.0	0.0	18695.0	16021.000000000002	673.0000000000001	1564.0000000000005	291.0	0	0	194.00000000000003	10.999999999999996	0	0	1052.9999999999998	0	42.999999999999986	5.000000000000001	0	11.999999999999996	5.000000000000001	3.999999999999999	72.0	14.999999999999995	18.0	7.999999999999998	0	46.999999999999986	0	0	0	0	2.999999999999999	0	0	0	2.999999999999999	5.000000000000001	0	0	0
EC-04H	0.0	0.0	0.0	0.0	17342.0	20095.999999999996	2027.0	1469.0	2093.0	0	0	168.00000000000009	14.0	0	0	337.0	0	74.00000000000001	5.999999999999999	0	114.00000000000007	4.0	28.999999999999993	65.0	56.0	27.0	9.0	0	44.0	0	0	0	0	11.0	0	0	0	7.0	1.0	0	0	0
EC-04I	0.0	0.0	0.0	0.0	7254.0	12460.0	1104.9999999999998	1803.0	1721.9999999999998	0	0	100.00000000000003	18.000000000000004	0	0	401.0	0	89.0	5.000000000000001	0	66.0	8.000000000000002	9.000000000000002	51.00000000000001	18.000000000000004	7.000000000000001	9.000000000000002	0	11.999999999999996	0	0	0	0	11.000000000000002	0	0	0	2.999999999999999	5.999999999999998	0	0	0
EC-04J	0.0	0.0	0.0	0.0	21792.999999999996	20405.0	2082.0	1340.9999999999998	1207.9999999999998	0	0	220.0	14.0	0	0	15.999999999999996	0	61.0	3.999999999999999	0	80.0	3.999999999999999	10.999999999999998	44.999999999999986	10.0	41.000000000000014	3.0000000000000004	0	48.00000000000001	0	0	0	0	26.000000000000007	0	0	0	6.000000000000001	9.0	0	0	0
EC-04K	0.0	0.0	0.0	0.0	19988.000000000007	19591.0	1698.0	4990.0	730.9999999999998	0	0	207.00000000000003	31.00000000000001	0	0	43.00000000000002	0	43.00000000000002	18.0	0	47.00000000000001	3.999999999999999	11.999999999999991	148.99999999999991	20.999999999999996	18.0	3.999999999999999	0	60.00000000000001	0	0	0	0	5.999999999999996	0	0	0	3.999999999999999	7.0	0	0	0
EC-04L	0.0	0.0	0.0	0.0	29139.999999999996	19769.000000000004	1181.0	2544.000000000001	490.9999999999998	0	0	218.00000000000006	24.000000000000004	0	0	490.00000000000006	0	96.99999999999996	5.0	0	73.00000000000001	1.9999999999999996	6.999999999999997	132.0	15.000000000000002	34.00000000000001	10.999999999999995	0	62.0	0	0	0	0	13.999999999999995	0	0	0	3.999999999999999	8.999999999999998	0	0	0
EC-04M	0.0	0.0	0.0	0.0	30259.0	16089.000000000007	1668.0000000000002	1387.9999999999995	310.99999999999994	0	0	437.00000000000006	21.000000000000007	0	0	1372.0	0	43.99999999999998	6.999999999999999	0	40.999999999999986	6.999999999999999	15.999999999999996	96.99999999999997	27.999999999999996	31.999999999999993	15.999999999999996	0	68.99999999999999	0	0	0	0	13.0	0	0	0	10.999999999999995	10.000000000000004	0	0	0
EC-04P	0	0	0	0	9664	7856	1337	211	606	0	0	25	5	0	0	40	0	49	2	0	55	2	9	6	2	1	0	0	9	0	0	0	0	8	0	0	0	1	0	0	0	0
EC-05	0.0	0.0	0.0	0.0	110212.99999999993	91835.99999999996	10672.999999999995	0	1458.0000000000002	0	0	2350.0	0	0	0	0	0	345.99999999999994	74.99999999999994	0	157.99999999999991	0	0	0	179.00000000000023	144.00000000000014	0	0	368.9999999999998	0	0	0	0	95.99999999999999	48.99999999999997	65.00000000000001	0	86.00000000000013	0	0	0	0
EC-05A	0.0	0.0	0.0	0.0	35420.99999999999	30454.999999999978	4395.999999999998	0	279.00000000000017	0	0	777.9999999999998	0	0	0	0	0	73.00000000000004	16.000000000000007	0	36.999999999999986	0	0	0	38.00000000000002	56.00000000000001	0	0	109.00000000000003	0	0	0	0	33.0	7.000000000000001	14.999999999999996	0	43.00000000000003	0	0	0	0
EC-05B	0.0	0.0	0.0	0.0	23691.99999999999	14941.0	1283.0000000000002	0	64.99999999999997	0	0	459.99999999999983	0	0	0	0	0	61.00000000000002	12.999999999999993	0	19.000000000000007	0	0	0	31.000000000000014	31.000000000000014	0	0	94.0	0	0	0	0	7.999999999999995	6.9999999999999964	7.999999999999995	0	14.999999999999993	0	0	0	0
EC-05C	0.0	0.0	0.0	0.0	19877.0	22089.000000000004	2232.9999999999995	0	618.0	0	0	440.00000000000006	0	0	0	0	0	89.99999999999999	13.000000000000004	0	40.0	0	0	0	50.999999999999986	18.0	0	0	86.0	0	0	0	0	21.999999999999993	15.0	22.999999999999996	0	10.999999999999996	0	0	0	0
EC-05D	0.0	0.0	0.0	0.0	27615.00000000001	21330.99999999999	2137.9999999999995	0	391.0	0	0	660.0000000000001	0	0	0	0	0	107.99999999999999	32.999999999999986	0	48.000000000000014	0	0	0	57.000000000000014	37.000000000000014	0	0	79.99999999999994	0	0	0	0	30.999999999999996	18.0	18.99999999999999	0	16.0	0	0	0	0
EC-05P	0	0	0	0	3608	3020	623	0	105	0	0	12	0	0	0	0	0	14	0	0	14	0	0	0	2	2	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0
EC-06	0.0	0.0	0.0	0.0	158017.9999999999	126486.00000000007	6298.999999999999	0	1161.0	0	0	0	22.0	0	0	0	0	2445.000000000001	57.99999999999995	293.9999999999999	107.99999999999991	93.00000000000009	109.99999999999996	4671.0	294.0	224.00000000000003	43.99999999999999	0	0	40.0	0	57.000000000000014	0	66.00000000000001	33.00000000000001	0	0	65.99999999999994	25.000000000000004	0	142.0	50.00000000000003
EC-06A	0.0	0.0	0.0	0.0	75788.0	71853.99999999999	2311.0000000000014	0	822.9999999999997	0	0	0	11.0	0	0	0	0	2049.0000000000005	33.999999999999986	161.99999999999991	67.00000000000001	41.99999999999999	96.00000000000001	4505.999999999999	209.99999999999997	129.0	27.000000000000018	0	0	29.0	0	36.99999999999999	0	44.99999999999997	26.000000000000004	0	0	27.000000000000018	14.000000000000005	0	96.00000000000001	26.000000000000004
EC-06B	0.0	0.0	0.0	0.0	21623.0	20282.999999999993	949.9999999999998	0	96.00000000000003	0	0	0	3.000000000000001	0	0	0	0	123.00000000000009	6.000000000000002	9.0	10.0	6.999999999999999	3.000000000000001	62.99999999999997	31.999999999999986	34.999999999999986	5.0	0	0	3.000000000000001	0	3.000000000000001	0	11.0	0.9999999999999996	0	0	6.000000000000002	0.9999999999999996	0	15.000000000000002	6.000000000000002
EC-06C	0.0	0.0	0.0	0.0	32858.99999999999	10470.000000000002	1385.9999999999998	0	104.00000000000001	0	0	0	0.0	0	0	0	0	71.99999999999996	1.9999999999999993	3.9999999999999987	12.000000000000004	10.000000000000004	3.9999999999999987	41.99999999999999	15.0	24.000000000000007	3.9999999999999987	0	0	0.9999999999999997	0	10.000000000000004	0	5.000000000000002	1.9999999999999993	0	0	21.999999999999996	3.000000000000001	0	10.000000000000004	6.999999999999998
EC-06D	0.0	0.0	0.0	0.0	24389.999999999996	21144.0	1289.9999999999993	0	84.00000000000001	0	0	0	8.000000000000004	0	0	0	0	161.0	16.000000000000007	106.99999999999997	8.000000000000004	34.0	5.999999999999999	55.0	32.99999999999999	35.00000000000001	8.000000000000004	0	0	7.0	0	7.0	0	5.000000000000001	4.000000000000002	0	0	11.000000000000005	7.0	0	21.000000000000004	11.000000000000005
EC-06P	0	0	0	0	3358	2735	362	0	54	0	0	0	0	0	0	0	0	40	0	12	11	0	1	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-07	0.0	0.0	0.0	0.0	264601.0000000005	212055.00000000006	41619.99999999999	0	4535.000000000001	0	0	2317.0000000000005	703.9999999999997	0	0	0	0	572.0000000000006	173.00000000000006	0	307.9999999999995	0	0	0	203.99999999999991	240.0000000000001	0	498.00000000000017	166.99999999999986	0	0	0	0	142.99999999999986	68.00000000000004	66.99999999999993	0	75.99999999999997	0	0	0	0
