entity_id	valid	rejected	polled	electors	UNP	PA	JVP	TULF	SLMC	EPDP	SU	NLF	DPLF	IND9	USP	IND4	NDP	DLF	IND3	ULF	IND7	INDP	ESMS	MULF	IND1	IND5	SMBP	JSP	PFF	IND2	LP	RJP	DUNF	IND6	SLPF	SLMK	SLNF	SEP	IND8	IND 3	IND14	Ind10	ELPP	IND15	IND10	IND12	IND11	IND13
EC-01L	93806.00000000003	3725.000000000001	97530.99999999997	127421.99999999997	39943.00000000001	37388.99999999999	14159.000000000005	4.999999999999999	0	45.00000000000001	1228.9999999999998	385.0	0	0	91.99999999999996	4.0	0	347.0000000000002	2.0	101.99999999999999	0	0	0	0	4.999999999999999	0	37.0	8.999999999999998	0	8.0	0	6.0	0	0	7.0	4.0	6.0	22.000000000000004	0	0	0	0	0	0	0	0	0	0
EC-01M	84500.0	2607.9999999999995	87107.99999999999	114853.99999999997	35932.0	32800.0	12776.000000000004	38.0	0	36.999999999999986	2106.0	272.0	0	0	67.0	5.000000000000001	0	297.99999999999994	1.0	54.00000000000001	0	0	0	0	5.000000000000001	0	44.00000000000001	8.0	0	9.0	0	5.999999999999998	0	0	6.999999999999998	5.000000000000001	5.000000000000001	25.0	0	0	0	0	0	0	0	0	0	0
EC-01N	99339.00000000003	3356.000000000001	102695.0	131571.00000000003	42260.00000000001	37814.99999999999	16044.999999999989	9.999999999999998	0	24.999999999999993	2170.0000000000005	355.0000000000001	0	0	96.99999999999997	2.9999999999999996	0	360.00000000000017	2.0000000000000004	73.0	0	0	0	0	8.000000000000002	0	49.999999999999986	11.000000000000002	0	8.000000000000002	0	8.000000000000002	0	0	2.9999999999999996	6.999999999999999	8.000000000000002	20.999999999999993	0	0	0	0	0	0	0	0	0	0
EC-01O	88144.0	3294.0	91437.99999999999	115430.00000000001	42150.0	33627.0	9932.000000000002	450.00000000000017	0	40.0	1161.0	255.0	0	0	111.00000000000001	5.0	0	227.0	3.0000000000000004	72.0	0	0	0	0	10.0	0	36.0	12.000000000000002	0	5.0	0	5.0	0	0	4.0	4.0	4.0	31.000000000000004	0	0	0	0	0	0	0	0	0	0
EC-01P	17107	341	17448	17448	7019	6777	2697	91	0	7	379	27	0	0	5	1	0	75	1	7	0	0	0	0	1	0	12	1	0	2	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
EC-02	995229.9999999995	38186.999999999985	1033417.0	1306687.9999999995	437289.00000000047	428780.00000000047	113990.00000000026	0	0	0	8105.000000000001	3487.9999999999973	0	0	736.0000000000007	113.00000000000004	0	0	135.99999999999997	623.0000000000005	0	0	226.00000000000006	0	100.00000000000004	194.00000000000003	389.0000000000005	0	0	106.99999999999999	0	334.0000000000004	0	317.00000000000006	90.00000000000003	146.00000000000014	67.00000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-02A	69848.99999999999	2791.000000000001	72640.0	92153.99999999999	37592.00000000001	24651.0	6641.0	0	0	0	512.9999999999999	220.0	0	0	61.99999999999999	3.9999999999999996	0	0	5.0	39.0	0	0	34.0	0	7.999999999999999	6.999999999999999	17.0	0	0	5.0	0	15.0	0	13.999999999999998	7.999999999999999	10.0	3.9999999999999996	0	0	0	0	0	0	0	0	0	0	0
EC-02B	62372.99999999999	3043.9999999999995	65417.0	85784.00000000001	35677.99999999999	21811.0	4141.0	0	0	0	265.0	261.99999999999994	0	0	56.000000000000014	10.999999999999996	0	0	6.0	40.00000000000001	0	0	7.000000000000002	0	6.0	12.0	15.000000000000002	0	0	7.000000000000002	0	17.999999999999993	0	17.999999999999993	7.000000000000002	10.000000000000002	3.0	0	0	0	0	0	0	0	0	0	0	0
EC-02C	83089.00000000003	3158.000000000002	86247.00000000006	106508.0	35075.0	39498.000000000015	7388.000000000002	0	0	0	548.0	295.99999999999994	0	0	59.999999999999986	13.999999999999996	0	0	12.000000000000004	53.000000000000014	0	0	15.999999999999996	0	10.0	17.999999999999996	15.999999999999996	0	0	6.000000000000002	0	25.000000000000004	0	29.999999999999993	6.999999999999998	10.999999999999995	6.000000000000002	0	0	0	0	0	0	0	0	0	0	0
EC-02D	67593.0	2672.0	70264.99999999997	87049.99999999997	31434.00000000002	29655.999999999985	5817.0	0	0	0	302.99999999999994	196.00000000000003	0	0	40.0	3.9999999999999996	0	0	7.999999999999999	33.0	0	0	13.999999999999998	0	6.0	10.999999999999996	12.0	0	0	3.9999999999999996	0	19.0	0	25.00000000000003	0.9999999999999999	3.9999999999999996	6.0	0	0	0	0	0	0	0	0	0	0	0
EC-02E	75646.00000000004	3330.0000000000023	78975.99999999997	100832.99999999994	33404.99999999999	31014.000000000007	10142.999999999996	0	0	0	462.0	284.00000000000006	0	0	73.0	8.999999999999996	0	0	14.999999999999998	62.000000000000014	0	0	6.999999999999999	0	10.000000000000004	23.999999999999993	37.999999999999986	0	0	10.999999999999993	0	32.999999999999986	0	25.000000000000004	3.9999999999999987	20.999999999999993	5.999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-02F	77903.99999999996	2905.9999999999977	80810.00000000004	103460.99999999997	32725.999999999996	34348.00000000002	9627.000000000002	0	0	0	632.9999999999999	267.0	0	0	60.99999999999998	11.000000000000002	0	0	6.000000000000005	64.99999999999999	0	0	11.000000000000002	0	7.9999999999999964	14.000000000000002	44.00000000000001	0	0	3.0000000000000027	0	24.00000000000002	0	24.00000000000002	11.000000000000002	11.000000000000002	10.000000000000005	0	0	0	0	0	0	0	0	0	0	0
EC-02G	79816.00000000001	3489.9999999999986	83306.00000000001	106024.99999999999	29618.000000000004	39530.999999999985	9351.0	0	0	0	694.0000000000002	330.0	0	0	47.000000000000014	9.999999999999996	0	0	23.99999999999999	45.999999999999986	0	0	22.000000000000004	0	3.999999999999999	14.999999999999993	37.0	0	0	7.999999999999998	0	42.00000000000001	0	23.99999999999999	1.9999999999999996	9.0	1.9999999999999996	0	0	0	0	0	0	0	0	0	0	0
EC-02H	88451.99999999994	2909.000000000001	91361.0	116767.99999999999	32478.999999999993	41519.0	12790.999999999993	0	0	0	1089.9999999999998	315.0	0	0	40.999999999999986	10.000000000000002	0	0	7.999999999999999	40.999999999999986	0	0	17.999999999999996	0	6.999999999999999	17.999999999999996	39.0	0	0	11.000000000000004	0	22.999999999999996	0	20.000000000000004	7.999999999999999	10.000000000000002	3.9999999999999996	0	0	0	0	0	0	0	0	0	0	0
EC-02I	83870.00000000001	2524.0	86393.99999999997	109799.0	38219.00000000001	34522.0	9856.0	0	0	0	707.9999999999999	282.00000000000006	0	0	57.99999999999998	9.000000000000002	0	0	9.000000000000002	56.00000000000001	0	0	12.999999999999998	0	8.000000000000002	14.000000000000002	20.99999999999999	0	0	10.0	0	25.999999999999996	0	30.0	10.0	16.000000000000004	3.0	0	0	0	0	0	0	0	0	0	0	0
EC-02J	85122.99999999999	3158.0000000000005	88281.00000000001	113171.99999999999	34904.0	37499.00000000001	11262.000000000002	0	0	0	830.9999999999999	303.00000000000006	0	0	66.0	5.999999999999998	0	0	6.999999999999998	40.99999999999999	0	0	20.999999999999996	0	13.999999999999996	16.999999999999996	39.00000000000001	0	0	11.999999999999996	0	35.0	0	40.0	5.999999999999998	13.999999999999996	5.999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-02K	70374.99999999999	2569.000000000001	72943.99999999996	91466.99999999993	28707.00000000002	33199.00000000001	7557.999999999999	0	0	0	337.0	291.00000000000006	0	0	44.999999999999986	10.000000000000004	0	0	16.0	61.999999999999986	0	0	16.99999999999999	0	6.999999999999999	19.000000000000004	22.0	0	0	10.000000000000004	0	17.999999999999996	0	32.0	11.0	8.999999999999998	5.000000000000002	0	0	0	0	0	0	0	0	0	0	0
EC-02L	71381.0	2616.9999999999995	73998.00000000001	93734.99999999999	32882.0	28777.999999999996	8665.0	0	0	0	549.0	220.0	0	0	78.00000000000001	7.999999999999998	0	0	11.0	47.00000000000001	0	0	7.000000000000002	0	7.000000000000002	14.000000000000004	28.000000000000007	0	0	9.0	0	36.0	0	22.99999999999999	7.000000000000002	4.999999999999999	7.000000000000002	0	0	0	0	0	0	0	0	0	0	0
EC-02M	59530.99999999999	2532.0	62062.99999999999	79217.00000000001	27174.000000000004	23419.000000000007	7589.000000000002	0	0	0	931.9999999999999	175.00000000000006	0	0	41.000000000000014	3.999999999999999	0	0	7.999999999999998	35.00000000000001	0	0	34.0	0	3.0000000000000004	11.0	39.999999999999986	0	0	9.0	0	18.0	0	12.000000000000002	7.000000000000001	14.999999999999996	4.999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-02P	20228	487	20715	20715	7396	9335	3161	0	0	0	240	47	0	0	8	3	0	0	1	3	0	0	5	0	2	0	21	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
EC-03	553619.0000000001	32616.999999999996	586236.0000000002	731309.0000000003	254338.99999999997	226468.00000000003	60450.999999999985	0	0	0	5103.000000000001	2368.999999999997	0	0	2162.0000000000014	59.0	0	0	42.999999999999986	0	178.00000000000006	0	0	1693.0000000000011	49.00000000000004	98.99999999999987	204.00000000000026	129.0	0	69.9999999999999	0	55.000000000000014	0	95.00000000000003	0	0	53.00000000000003	0	0	0	0	0	0	0	0	0	0	0
EC-03A	72960.00000000001	3654.9999999999986	76615.00000000003	96486.99999999999	32012.999999999996	29287.999999999993	9435.0	0	0	0	1367.0	290.0	0	0	230.00000000000006	2.0	0	0	4.0	0	16.0	0	0	188.9999999999999	11.0	9.999999999999998	54.0	12.0	0	6.0	0	9.000000000000002	0	12.999999999999995	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0
EC-03B	76554.99999999996	3912.0000000000005	80467.00000000001	98870.99999999999	33272.00000000001	32965.99999999999	8543.999999999996	0	0	0	845.0	326.0000000000001	0	0	255.00000000000003	6.000000000000001	0	0	3.999999999999999	0	15.000000000000004	0	0	220.0	0.9999999999999998	3.0000000000000004	43.000000000000014	20.000000000000014	0	7.999999999999998	0	5.0000000000000036	0	13.999999999999998	0	0	7.999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-03C	71638.0	3779.000000000001	75417.00000000001	91968.00000000003	31462.00000000001	31788.0	7012.999999999998	0	0	0	476.00000000000006	346.00000000000017	0	0	214.9999999999999	12.000000000000002	0	0	5.000000000000001	0	26.0	0	0	200.99999999999997	3.0000000000000004	12.000000000000002	28.0	12.000000000000002	0	10.000000000000002	0	7.999999999999998	0	15.999999999999996	0	0	5.000000000000001	0	0	0	0	0	0	0	0	0	0	0
EC-03D	50445.99999999999	3730.0	54176.00000000001	67794.99999999999	24591.999999999996	20909.000000000004	3975.9999999999995	0	0	0	214.99999999999994	201.0	0	0	241.99999999999991	3.0	0	0	5.000000000000001	0	37.0	0	0	199.99999999999994	6.0	7.999999999999999	7.000000000000004	12.999999999999995	0	3.9999999999999996	0	6.0	0	15.000000000000002	0	0	7.000000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-03E	64186.00000000002	4472.000000000001	68657.99999999997	88182.0	29290.00000000001	25760.999999999996	7697.000000000001	0	0	0	552.0	283.0	0	0	271.00000000000006	7.000000000000003	0	0	4.0	0	16.0	0	0	212.0	10.999999999999998	18.000000000000007	11.999999999999998	21.999999999999996	0	5.999999999999999	0	5.999999999999999	0	11.999999999999998	0	0	5.999999999999999	0	0	0	0	0	0	0	0	0	0	0
EC-03F	71405.00000000001	3911.0000000000005	75315.99999999996	95697.99999999997	32344.000000000007	28693.000000000007	8768.0	0	0	0	736.0000000000001	262.99999999999994	0	0	290.99999999999994	7.000000000000001	0	0	5.999999999999997	0	23.99999999999999	0	0	185.99999999999997	4.0	11.000000000000002	26.000000000000004	15.0	0	14.000000000000002	0	5.000000000000001	0	5.999999999999997	0	0	5.999999999999997	0	0	0	0	0	0	0	0	0	0	0
EC-03G	70430.0	3903.0000000000005	74333.00000000003	92657.99999999999	36708.99999999999	25640.999999999996	6580.999999999999	0	0	0	454.99999999999983	321.0	0	0	358.0	8.0	0	0	8.999999999999996	0	14.000000000000002	0	0	259.99999999999994	4.0	14.000000000000002	6.0	16.999999999999993	0	11.000000000000002	0	8.999999999999996	0	8.999999999999996	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0
EC-03H	62746.00000000002	4963.000000000003	67709.00000000003	86105.0	29734.00000000001	25147.00000000001	6599.000000000001	0	0	0	297.00000000000017	317.99999999999994	0	0	291.99999999999994	11.0	0	0	6.0	0	29.0	0	0	216.00000000000003	9.0	22.0	23.000000000000014	16.000000000000004	0	9.0	0	3.0	0	9.999999999999996	0	0	4.999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-03P	13253	292	13545	13545	4923	6275	1838	0	0	0	160	21	0	0	8	3	0	0	0	0	1	0	0	9	0	1	5	2	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EC-04	595576.0000000003	42102.999999999985	637678.9999999998	859326.0000000005	314297.00000000023	233637.0	37145.99999999998	0	0	0	4040.0	3904.999999999994	0	0	0	77.00000000000001	0	0	63.99999999999998	0	0	0	568.0000000000009	641.0	104.99999999999987	43.99999999999999	190.00000000000009	253.0000000000001	211.9999999999997	141.00000000000017	0	62.00000000000006	0	98.00000000000001	47.999999999999886	0	48.000000000000085	0	0	0	0	0	0	0	0	0	0	0
EC-04A	34059.99999999999	2032.0000000000005	36091.999999999985	48642.0	18180.0	13721.000000000005	1688.0000000000002	0	0	0	118.99999999999996	214.00000000000003	0	0	0	2.0000000000000004	0	0	4.000000000000001	0	0	0	32.00000000000001	49.999999999999986	6.000000000000002	4.000000000000001	8.000000000000002	3.000000000000001	9.999999999999998	6.000000000000002	0	2.0000000000000004	0	6.000000000000002	3.000000000000001	0	2.0000000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-04B	90869.00000000001	6813.000000000002	97681.99999999999	126814.99999999997	53248.99999999999	28636.00000000001	7496.000000000005	0	0	0	595.0	503.0000000000001	0	0	0	10.999999999999996	0	0	15.000000000000005	0	0	0	83.00000000000001	127.99999999999997	14.000000000000009	9.999999999999998	21.999999999999993	17.0	28.000000000000018	19.000000000000007	0	15.999999999999996	0	15.000000000000005	7.000000000000004	0	4.999999999999999	0	0	0	0	0	0	0	0	0	0	0
EC-04C	42052.0	3068.9999999999995	45121.000000000015	67326.99999999997	19461.000000000004	19910.999999999996	2071.0	0	0	0	187.0	270.0	0	0	0	5.0	0	0	0.9999999999999999	0	0	0	49.999999999999986	40.0	10.0	3.9999999999999996	5.0	5.999999999999998	6.999999999999998	7.999999999999999	0	1.9999999999999998	0	9.000000000000002	2.999999999999999	0	1.9999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-04D	33806.0	3946.000000000002	37751.999999999985	49524.000000000015	17477.000000000007	14110.000000000004	1695.0000000000002	0	0	0	55.0	289.99999999999994	0	0	0	2.9999999999999996	0	0	6.999999999999998	0	0	0	62.0	33.000000000000014	11.999999999999998	2.9999999999999996	3.9999999999999996	11.999999999999998	23.0	2.9999999999999996	0	0.9999999999999999	0	6.999999999999998	0.9999999999999999	0	7.999999999999999	0	0	0	0	0	0	0	0	0	0	0
EC-04E	27234.000000000004	2779.999999999999	30014.0	37896.99999999999	13792.00000000001	11276.0	1697.0000000000002	0	0	0	59.00000000000001	267.99999999999994	0	0	0	3.0000000000000013	0	0	5.0	0	0	0	46.00000000000001	42.000000000000014	3.0000000000000013	0.0	4.0	12.999999999999998	12.000000000000005	3.0000000000000013	0	4.0	0	4.0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
EC-04F	49886.99999999999	3412.9999999999995	53299.99999999999	70383.00000000001	26814.999999999996	18908.000000000004	3355.000000000001	0	0	0	330.99999999999983	281.99999999999994	0	0	0	10.0	0	0	3.0000000000000004	0	0	0	38.0	42.00000000000001	8.999999999999996	2.000000000000001	22.0	17.999999999999993	10.0	21.000000000000004	0	4.000000000000002	0	10.0	4.000000000000002	0	3.0000000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-04G	25804.0	2230.0	28034.0	57850.000000000015	14055.0	10370.999999999995	996.0000000000003	0	0	0	72.0	191.99999999999994	0	0	0	1.9999999999999996	0	0	5.000000000000001	0	0	0	29.99999999999999	29.99999999999999	2.999999999999999	2.999999999999999	3.999999999999999	14.000000000000005	7.999999999999998	5.000000000000001	0	0.9999999999999998	0	7.999999999999998	3.999999999999999	0	0.9999999999999998	0	0	0	0	0	0	0	0	0	0	0
EC-04H	44745.00000000001	2252.0	46997.0	61677.0	25139.999999999993	15288.999999999998	3254.0	0	0	0	653.0	218.99999999999997	0	0	0	5.000000000000001	0	0	2.9999999999999996	0	0	0	23.999999999999996	35.0	5.999999999999999	1.0	28.999999999999993	34.00000000000001	10.000000000000002	28.999999999999993	0	2.0	0	5.999999999999999	4.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
EC-04I	25538.0	1152.0000000000002	26689.999999999996	35350.99999999999	16764.0	6488.999999999999	1550.9999999999998	0	0	0	551.0	89.0	0	0	0	2.999999999999999	0	0	1.0000000000000002	0	0	0	11.999999999999996	13.0	2.999999999999999	1.0000000000000002	14.000000000000002	22.000000000000004	5.000000000000001	14.000000000000002	0	0.0	0	4.000000000000001	0.0	0	2.0000000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-04J	49478.99999999998	2511.999999999999	51991.0	66518.00000000001	24871.000000000004	20317.999999999996	3242.9999999999995	0	0	0	507.9999999999998	344.00000000000017	0	0	0	6.000000000000001	0	0	6.000000000000001	0	0	0	36.0	49.99999999999999	12.000000000000002	3.0000000000000004	12.000000000000002	38.0	15.0	1.9999999999999996	0	0.9999999999999998	0	5.0	3.0000000000000004	0	6.000000000000001	0	0	0	0	0	0	0	0	0	0	0
EC-04K	47743.000000000015	3068.0	50811.00000000001	65863.0	28101.0	15990.00000000001	2858.9999999999977	0	0	0	292.00000000000006	293.99999999999983	0	0	0	11.999999999999991	0	0	5.000000000000001	0	0	0	45.0	36.99999999999999	7.0	5.000000000000001	18.999999999999993	18.0	18.999999999999993	11.000000000000002	0	15.999999999999996	0	5.000000000000001	2.999999999999998	0	5.000000000000001	0	0	0	0	0	0	0	0	0	0	0
EC-04L	52985.00000000001	4338.0	57323.000000000015	77854.00000000001	25089.0	24798.0	2168.000000000001	0	0	0	228.00000000000006	467.0	0	0	0	3.999999999999999	0	0	3.0000000000000004	0	0	0	40.99999999999997	74.99999999999999	7.999999999999998	1.9999999999999996	21.99999999999999	27.99999999999999	27.00000000000001	6.999999999999997	0	6.000000000000001	0	6.000000000000001	3.0000000000000004	0	3.0000000000000004	0	0	0	0	0	0	0	0	0	0	0
EC-04M	51453.00000000001	3779.9999999999986	55233.00000000001	72986.00000000001	22110.000000000007	25629.999999999996	2810.9999999999995	0	0	0	194.99999999999997	435.00000000000006	0	0	0	10.000000000000004	0	0	3.999999999999999	0	0	0	63.999999999999986	62.99999999999999	8.999999999999996	6.000000000000002	14.999999999999993	17.999999999999993	37.0	7.999999999999998	0	6.999999999999999	0	12.000000000000004	12.000000000000004	0	6.999999999999999	0	0	0	0	0	0	0	0	0	0	0
EC-04P	19921	718	20639	20639	9193	8190	2262	0	0	0	195	38	0	0	0	1	0	0	2	0	0	0	5	3	3	0	10	12	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-05	218089.9999999999	15448.99999999999	233539.00000000006	307200.00000000006	109991.00000000004	88998.99999999999	16063.000000000004	0	0	0	0	1824.0000000000007	0	0	0	0	0	0	0	364.99999999999994	0	223.0	139.0000000000001	0	0	0	0	66.99999999999996	103.00000000000003	0	151.9999999999999	27.999999999999954	0	0	0	96.00000000000001	39.999999999999986	0	0	0	0	0	0	0	0	0	0	0
EC-05A	71369.0	5224.999999999996	76594.00000000003	102302.00000000003	34065.99999999999	29281.000000000015	6958.000000000002	0	0	0	0	648.9999999999997	0	0	0	0	0	0	0	130.00000000000003	0	76.00000000000004	35.99999999999999	0	0	0	0	27.00000000000001	24.00000000000001	0	55.00000000000003	10.000000000000007	0	0	0	45.00000000000001	12.000000000000005	0	0	0	0	0	0	0	0	0	0	0
EC-05B	39801.000000000015	2740.0000000000014	42541.00000000001	56243.99999999998	16117.0	20937.999999999993	2132.9999999999995	0	0	0	0	401.9999999999999	0	0	0	0	0	0	0	63.99999999999996	0	40.00000000000002	10.000000000000005	0	0	0	0	10.000000000000005	24.999999999999993	0	37.0	3.9999999999999973	0	0	0	12.999999999999993	7.999999999999995	0	0	0	0	0	0	0	0	0	0	0
EC-05C	46872.99999999999	3106.0	49979.000000000015	67034.0	28478.000000000004	15043.999999999998	2815.999999999999	0	0	0	0	305.99999999999994	0	0	0	0	0	0	0	84.99999999999999	0	30.999999999999986	30.999999999999986	0	0	0	0	13.000000000000004	15.0	0	22.999999999999996	5.0	0	0	0	15.0	10.999999999999996	0	0	0	0	0	0	0	0	0	0	0
EC-05D	52578.00000000002	4253.000000000001	56831.000000000015	74026.0	28087.999999999996	20505.99999999999	3179.0000000000005	0	0	0	0	453.00000000000017	0	0	0	0	0	0	0	85.00000000000006	0	75.00000000000001	59.99999999999999	0	0	0	0	17.000000000000004	38.99999999999999	0	37.000000000000014	9.0	0	0	0	20.999999999999996	9.0	0	0	0	0	0	0	0	0	0	0	0
EC-05P	7469	125	7594	7594	3242	3230	977	0	0	0	0	14	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
EC-06	315098.9999999999	28373.000000000007	343471.99999999994	423370.9999999998	215156.99999999994	77732.99999999997	11079.999999999995	0	0	0	642.0000000000001	1686.9999999999995	0	0	1262.000000000001	36.00000000000003	6599.999999999998	372.9999999999999	29.000000000000004	0	0	0	0	0	61.000000000000036	45.00000000000002	0	117.00000000000001	37.0	25.999999999999996	0	0	0	179.00000000000003	10.999999999999995	0	24.0	0	0	0	0	0	0	0	0	0	0	0
EC-06A	172305.0	14103.000000000002	186408.00000000006	228317.00000000006	130632.99999999999	28733.99999999998	4227.0	0	0	0	423.00000000000006	848.0000000000001	0	0	824.9999999999999	26.000000000000004	6205.999999999999	122.00000000000001	18.000000000000004	0	0	0	0	0	13.000000000000002	20.999999999999996	0	59.999999999999964	24.999999999999996	9.999999999999996	0	0	0	97.99999999999999	8.0	0	8.0	0	0	0	0	0	0	0	0	0	0	0
