entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	IND01_D16	IND14_D10	MJP	IND01_D17	IND20_D11	EDF	IND05_D11	IND14_D12	IND06_D06	IND18_D02	IND06_D04	IND08_D01	IND12_D03	IND06_D12	IND04_D10	IND19_D12	SEP	IND12_D07	IND02_D04	LSSP	IND22_D11	IND24_D13	IND07_D22	IND09_D19	IND10_D01	IND11_D02	IND22_D12	IND11_D01	IND02_D03	IND01_D09	OWORS	IND12_D06	IND07_D10	IND17_D12	IND13_D01	IND14_D14	IND01_D21	IND05_D17	IND24_D11	IND15_D01	IND13_D02	IND10_D04	IND04_D13	IND03_D20	IND03_D15	IND03_D02	IND09_D13	IND26_D13	IND15_D11	IND02_D07	IND12_D13	IND27_D13	IND03_D18	IND24_D01	IND05_D01	IND03_D06	IND10_D17	IND10_D05	IND04_D17	IND05_D05	IND07_D11	IND12_D04	IND01_D01	IND28_D11	IND13_D03	IND03_D10	IND18_D13	IND06_D05	IND13_D07	IND15_D02	IND12_D19	IND02_D14	IND07_D06	IND10_D19	IND01_D15	IND07_D04	IND02_D11	IND09_D12	IND07_D05	IND09_D15	IND09_D16	IND03_D01	IND10_D11	IND25_D01	IND05_D19	IND07_D15	IND13_D06	IND07_D09	IND04_D01	IND05_D21	IND01_D07	IND04_D21	IND26_D01	IND09_D01	IND11_D19	IND11_D06	IND05_D06	IND03_D03	IND03_D22	IND20_D01	IND01_D22	IND07_D17	IND06_D01	IND14_D02	IND25_D11	IND02_D20	IND04_D16	IND06_D13	IND04_D08	IND01_D14	IND03_D04	IND18_D12	IND17_D02	IND18_D11	IND19_D11	IND08_D15	IND06_D17	IND21_D01	IND08_D05	IND12_D02	IND04_D20	IND01_D20	IND01_D19	IND04_D03	IND05_D22	IND12_D10	IND04_D19	IND06_D02	IND16_D16	IND07_D20	IND01_D10	IND12_D01	IND06_D10	IND15_D12	IND01_D18	IND14_D11	IND11_D07	IND05_D02	IND20_D13	IND07_D03	IND01_D05	IND11_D13	IND08_D11	IND08_D03	IND11_D16	IND03_D17	IND10_D14	IND06_D08	IND08_D13	IND34_D13	IND10_D02	IND05_D09	IND03_D21	IND17_D13	IND09_D04	IND04_D22	IND02_D02	IND01_D02	IND05_D04	IND02_D17	IND22_D01	IND08_D09	IND05_D08	IND08_D17	IND27_D11	IND07_D12	IND20_D12	IND08_D07	IND02_D13	IND16_D02	IND07_D02	IND06_D19	IND10_D03	IND06_D22	IND13_D10	IND04_D11	IND18_D01	IND07_D18	IND10_D13	IND14_D13	IND10_D10	IND05_D20	IND06_D20	DUA	IND08_D19	IND15_D16	IND19_D16	IND08_D04	IND11_D11	IND09_D06	IND09_D03	IND11_D03	IND04_D04	IND04_D15	IND02_D05	IND09_D05	IND11_D14	IND09_D20	IND14_D16	IND04_D07	IND05_D07	IND08_D12	IND07_D19	IND11_D10	IND17_D16	IND02_D22	IND08_D18	IND16_D12	IND21_D11	IND06_D07	IND06_D18	IND06_D15	IND05_D15	IND23_D11	IND05_D14	IND08_D20	IND10_D16	IND04_D05	IND10_D07	IND07_D07	IND13_D12	IND09_D07	IND04_D12	IND12_D16	IND08_D14	IND21_D13	IND14_D01	IND02_D16	IND08_D02	IND03_D07	IND16_D11	IND06_D03	IND16_D01	IND02_D09	IND26_D11	IND03_D12	IND07_D13	IND18_D16	IND13_D14	IND07_D16	IND06_D09	IND02_D12	IND03_D08	IND01_D12	IND28_D13	IND04_D18	IND03_D14	IND12_D11	IND07_D14	IND33_D13	IND03_D16	IND05_D13	IND15_D13	IND23_D01	IND01_D08	IND31_D13	IND12_D12	IND13_D11	IND02_D08	IND04_D09	IND19_D13	IND05_D16	IND13_D13	IND22_D13	IND03_D09	IND05_D18	IND23_D13	IND29_D13	IND25_D13	IND08_D16	IND06_D11	IND02_D18	IND30_D13	IND12_D14	IND13_D16	IND06_D16	IND01_D13	IND06_D14	IND16_D13	IND17_D11	IND05_D12	IND21_D12	IND11_D12	IND03_D13	IND32_D13	IND09_D14 
LK-2139010	486.96877507776924	29.81751949867003	516.7862945764392	678.2685000676254	286.5332311437717	141.9775122852892	14.036012803750957	0	12.546738199359812	0	3.490987782336233	0	0	0	0	0	0	0	0	0	0	17.150678508633515	0	0	0.9768360308372029	0.7926784184662549	4.643974572832604	0	0	0.44037689914791933	0.5364591316892836	0	0	0	0.24020558135341055	0	0	0	0	0	0.5925071006717461	0.14412334881204633	0	0.3442946666065551	0	0	0	0.2482124340651909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28824669762409266	0	0	0	0	0	0	0	0	0.08006852711780352	0	0	0	0	0	0	0	0.11209593796492492	0	0	0	0	0	0	0	0.544465984401064	0	0	0	0	0	0	0	0	0	0	0	0.2802398449123123	0	0	0	0	0	0	0	0	0	0	0.28824669762409266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17615075965916774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21618502321806948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09608223254136422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04003426355890176	0	0	0	0.06405482169424281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04804111627068211	0	0	0	0	0.04003426355890176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139015	379.4846760741175	23.23617510481944	402.7208511789369	528.5605878905369	223.28940985528155	110.6401334475452	10.937973941661783	0	9.777413101302917	0	2.7204544429917497	0	0	0	0	0	0	0	0	0	0	13.365168387358551	0	0	0.7612280780848474	0.6177178666426221	3.6189531581082908	0	0	0.3431765925792345	0.41805148550561294	0	0	0	0.18718723231594608	0	0	0	0	0	0.46172850637933366	0.11231233938956765	0	0.26830169965285605	0	0	0	0.19342680672647763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2246246787791353	0	0	0	0	0	0	0	0	0.062395744105315364	0	0	0	0	0	0	0	0.0873540417474415	0	0	0	0	0	0	0	0.42429105991614446	0	0	0	0	0	0	0	0	0	0	0	0.21838510436860376	0	0	0	0	0	0	0	0	0	0	0.2246246787791353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1372706370316938	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1684685090843515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07487489292637843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031197872052657682	0	0	0	0.04991659528425229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037437446463189215	0	0	0	0	0.031197872052657682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139020	356.4523691447635	21.825887020422883	378.2782561651864	496.48032099544656	209.73716243631938	103.92498083945719	10.274108471214102	0	9.183986294576439	0	2.5553401559893603	0	0	0	0	0	0	0	0	0	0	12.553987647085343	0	0	0.7150263739236283	0.5802263198232722	3.399305712095938	0	0	0.32234795545737344	0.3926784184662549	0	0	0	0.17582615752220368	0	0	0	0	0	0.43370452188810243	0.10549569451332222	0	0.252017492448492	0	0	0	0.1816870294396105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21099138902664444	0	0	0	0	0	0	0	0	0.058608719174067896	0	0	0	0	0	0	0	0.08205220684369505	0	0	0	0	0	0	0	0.3985392903836617	0	0	0	0	0	0	0	0	0	0	0	0.20513051710923763	0	0	0	0	0	0	0	0	0	0	0.21099138902664444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12893918218294936	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15824354176998331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07033046300888147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029304359587033948	0	0	0	0.046886975339254316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03516523150444074	0	0	0	0	0.029304359587033948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139025	498.4849285424462	30.522663540868308	529.0075920833145	694.3086335151706	293.3093548532528	145.3350885893332	14.367945538974798	0	12.84345160272305	0	3.573544925837428	0	0	0	0	0	0	0	0	0	0	17.55626887877012	0	0	0.9999368829178125	0.8114241918759298	4.753798295838781	0	0	0.4507912177088499	0.5491456652089626	0	0	0	0.24588611875028177	0	0	0	0	0	0.6065190929173617	0.14753167125016906	0	0.3524367702087372	0	0	0	0.25408232270862446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2950633425003381	0	0	0	0	0	0	0	0	0.08196203958342725	0	0	0	0	0	0	0	0.11474685541679816	0	0	0	0	0	0	0	0.5573418691673053	0	0	0	0	0	0	0	0	0	0	0	0.2868671385419954	0	0	0	0	0	0	0	0	0	0	0.2950633425003381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18031648708353995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2212975068752536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09835444750011271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040981019791713626	0	0	0	0.0655696316667418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049177223750056356	0	0	0	0	0.040981019791713626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139030	459.00097380641085	28.10502682475993	487.1060006311708	639.3138902664442	270.0769307064605	133.8233984040395	13.229890446778775	0	11.826148505477661	0	3.2904918624047608	0	0	0	0	0	0	0	0	0	0	16.165673324016048	0	0	0.9207339614985798	0.7471529687570443	4.3772598169604615	0	0	0.41508498264280236	0.5056489788557774	0	0	0	0.22640999053243765	0	0	0	0	0	0.5584779766466795	0.1358459943194626	0	0.3245209864298273	0	0	0	0.23395699021685226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2716919886389252	0	0	0	0	0	0	0	0	0.07546999684414589	0	0	0	0	0	0	0	0.10565799558180425	0	0	0	0	0	0	0	0.513195978540192	0	0	0	0	0	0	0	0	0	0	0	0.2641449889545106	0	0	0	0	0	0	0	0	0	0	0.2716919886389252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16603399305712097	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2037689914791939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09056399621297506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037734998422072945	0	0	0	0.06037599747531671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04528199810648753	0	0	0	0	0.037734998422072945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139035	595.5496506018665	36.46602046796808	632.0156710698345	829.504044001623	350.4223975474505	173.63466029484695	17.165664307290022	0	15.344321716784636	0	4.269383706776069	0	0	0	0	0	0	0	0	0	0	20.974816284207204	0	0	1.1946440647400929	0.9694242820431901	5.679455389747982	0	0	0.5385690455795501	0.6560750191605428	0	0	0	0.2937649339524818	0	0	0	0	0	0.7246201704161219	0.1762589603714891	0	0.4210630719985573	0	0	0	0.30355709841756456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3525179207429782	0	0	0	0	0	0	0	0	0.09792164465082728	0	0	0	0	0	0	0	0.1370903025111582	0	0	0	0	0	0	0	0.6658671836256256	0	0	0	0	0	0	0	0	0	0	0	0.3427257562778955	0	0	0	0	0	0	0	0	0	0	0.3525179207429782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21542761823182002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26438844055723365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11750597358099274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04896082232541364	0	0	0	0.07833731572066183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05875298679049637	0	0	0	0	0.04896082232541364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139040	535.226941977368	32.77240881835805	567.9993507957261	745.4842973716243	314.9284162120734	156.04735584509262	15.426969027546097	0	13.790108651548621	0	3.836941526531716	0	0	0	0	0	0	0	0	0	0	18.850295297777375	0	0	1.0736396014607095	0.8712321356115594	5.1041882692394385	0	0	0.484017853117533	0.5896217483431766	0	0	0	0.2640097380641089	0	0	0	0	0	0.6512240205581353	0.15840584283846534	0	0.3784139578918894	0	0	0	0.27281006266624586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3168116856769307	0	0	0	0	0	0	0	0	0.08800324602136964	0	0	0	0	0	0	0	0.12320454442991749	0	0	0	0	0	0	0	0.5984220729453136	0	0	0	0	0	0	0	0	0	0	0	0.3080113610747937	0	0	0	0	0	0	0	0	0	0	0.3168116856769307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1936071412470132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237608764257698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10560389522564356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04400162301068482	0	0	0	0.07040259681709571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05280194761282178	0	0	0	0	0.04400162301068482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139045	465.58163292908347	28.50796627744466	494.08959920652813	648.4796808078987	273.94900139759255	135.74201343492177	13.419566295478113	0	11.995699021685226	0	3.337667372976872	0	0	0	0	0	0	0	0	0	0	16.397439249808397	0	0	0.9339344484017853	0.7578648392768585	4.440016230106848	0	0	0.421036021820477	0.5128984265813084	0	0	0	0.22965601190207835	0	0	0	0	0	0.56648482935846	0.13779360714124703	0	0.32917361705964565	0	0	0	0.2373112122988143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27558721428249405	0	0	0	0	0	0	0	0	0.07655200396735945	0	0	0	0	0	0	0	0.10717280555430324	0	0	0	0	0	0	0	0.5205536269780443	0	0	0	0	0	0	0	0	0	0	0	0.2679320138857581	0	0	0	0	0	0	0	0	0	0	0.27558721428249405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1684144087281908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20669041071187053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09186240476083135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038276001983679725	0	0	0	0.06124160317388756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045931202380415675	0	0	0	0	0.038276001983679725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139050	738.6789865199946	45.22995356386097	783.9089400838556	1028.8599882782562	434.63993507957264	215.3645372165367	21.29111401650061	0	19.032045444299175	0	5.29545106171949	0	0	0	0	0	0	0	0	0	0	26.015725170190706	0	0	1.4817546548848113	1.2024074658491501	7.044407375681891	0	0	0.6680041476939723	0.8137505071908391	0	0	0	0.36436589874216674	0	0	0	0	0	0.8987692168973446	0.21861953924530003	0	0.5222577881971057	0	0	0	0.37651142870023896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43723907849060006	0	0	0	0	0	0	0	0	0.12145529958072224	0	0	0	0	0	0	0	0.17003741941301115	0	0	0	0	0	0	0	0.8258960371489112	0	0	0	0	0	0	0	0	0	0	0	0.42509354853252784	0	0	0	0	0	0	0	0	0	0	0.43723907849060006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2672016590775889	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3279293088679501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1457463594968667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06072764979036112	0	0	0	0.0971642396645778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07287317974843335	0	0	0	0	0.06072764979036112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139055	713.4531265497498	43.68535232856949	757.1384788783192	993.7244578693476	419.7969974302331	208.00984626482122	20.56402326315315	0	18.382101798836842	0	5.114611604526396	0	0	0	0	0	0	0	0	0	0	25.127289121320047	0	0	1.4311527884225237	1.1613452955231955	6.803841125287408	0	0	0.6451918308462197	0.785960957576304	0	0	0	0.35192281682521076	0	0	0	0	0	0.8680762815021865	0.21115369009512644	0	0.5044227041161354	0	0	0	0.3636535773860511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4223073801902529	0	0	0	0	0	0	0	0	0.11730760560840359	0	0	0	0	0	0	0	0.16423064785176503	0	0	0	0	0	0	0	0.7976917181371443	0	0	0	0	0	0	0	0	0	0	0	0.41057661962941255	0	0	0	0	0	0	0	0	0	0	0.4223073801902529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2580767323384879	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3167305351426897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1407691267300843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05865380280420179	0	0	0	0.09384608448672287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07038456336504215	0	0	0	0	0.05865380280420179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139060	1056.744177449168	64.70536044362292	1121.449537892791	1471.8731977818852	621.7900184842883	308.0975970425138	30.458780036968573	0	27.226987060998148	0	7.575600739371533	0	0	0	0	0	0	0	0	0	0	37.2177449168207	0	0	2.119778188539741	1.720147874306839	10.077634011090572	0	0	0.9556377079482439	1.1641404805914972	0	0	0	0.521256931608133	0	0	0	0	0	1.2857670979667282	0.31275415896487985	0	0.7471349353049906	0	0	0	0.5386321626617375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6255083179297597	0	0	0	0	0	0	0	0	0.17375231053604434	0	0	0	0	0	0	0	0.2432532347504621	0	0	0	0	0	0	0	1.1815157116451016	0	0	0	0	0	0	0	0	0	0	0	0.6081330868761552	0	0	0	0	0	0	0	0	0	0	0.6255083179297597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3822550831792976	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46913123844731974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20850277264325323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08687615526802217	0	0	0	0.13900184842883548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10425138632162662	0	0	0	0	0.08687615526802217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LK-2139065	537.9688832784816	32.94030025697669	570.9091835354583	749.3033767638971	316.5417790000451	156.84677877462696	15.506000631170823	0	13.860754699968442	0	3.8565979892700963	0	0	0	0	0	0	0	0	0	0	18.946864433524187	0	0	1.0791398043370453	0.8756954149948154	5.130336774717101	0	0	0.4864974527748975	0.5926423515621478	0	0	0	0.2653622469681259	0	0	0	0	0	0.6545602091880439	0.15921734818087555	0	0.3803525539876471	0	0	0	0.27420765520039675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3184346963617511	0	0	0	0	0	0	0	0	0.08845408232270863	0	0	0	0	0	0	0	0.12383571525179209	0	0	0	0	0	0	0	0.6014877597944187	0	0	0	0	0	0	0	0	0	0	0	0.3095892881294802	0	0	0	0	0	0	0	0	0	0	0.3184346963617511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194598981109959	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2388260222713133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10614489878725036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044227041161354314	0	0	0	0.0707632658581669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05307244939362518	0	0	0	0	0.044227041161354314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
