entity_id	valid	rejected	polled	electors	SLPP	NDF	NMPP	NPP	IND11	DUNF	SPSL	JSWP	IND02	IND09	IND10	JSP	RJA	IND08	NUA	IND07	FSP	IND01	ONF	SLLP	IND13	DNM	IND14	IND03	USP	IND05	NSU	SEP	IND12	IND04	OPPP	OWORS	IND15	NSSP	IND06
EC-02J	130349.99999999996	1166.0	131516.00000000003	156924.00000000003	83988.99999999996	38407.00000000001	5547.0	803.9999999999999	156.99999999999994	98.00000000000003	269.00000000000006	234.99999999999997	86.99999999999999	63.00000000000002	12.999999999999995	81.99999999999999	67.99999999999999	25.99999999999999	81.99999999999999	44.00000000000001	109.99999999999994	35.0	23.999999999999993	23.000000000000007	20.0	25.99999999999999	13.999999999999996	17.999999999999996	13.999999999999996	8.000000000000002	6.999999999999998	20.999999999999996	8.999999999999998	16.000000000000004	5.999999999999998	10.0	8.000000000000002	5.999999999999998	4.000000000000001
EC-02K	101251.0	684.0000000000002	101935.0	117950.00000000001	67754.00000000003	28629.0	3070.0000000000005	341.0000000000002	135.99999999999991	89.99999999999997	271.99999999999983	229.00000000000006	67.99999999999996	41.00000000000001	8.999999999999998	54.00000000000001	79.0	32.0	69.99999999999997	34.999999999999986	44.999999999999986	34.999999999999986	27.999999999999996	16.99999999999999	23.0	16.99999999999999	19.000000000000004	20.000000000000007	13.999999999999998	20.000000000000007	20.000000000000007	19.000000000000004	13.999999999999998	20.000000000000007	6.000000000000002	6.999999999999999	8.999999999999998	5.000000000000002	4.0
EC-02L	107938.0	902.0000000000001	108839.99999999996	128417.00000000003	68145.0	33715.0	4188.0	646.0000000000002	126.00000000000004	70.99999999999999	210.99999999999997	214.99999999999997	58.0	51.999999999999986	14.000000000000004	58.0	51.999999999999986	19.999999999999996	53.99999999999998	39.99999999999999	73.00000000000001	29.999999999999996	20.999999999999993	22.99999999999999	9.999999999999998	14.000000000000004	14.000000000000004	11.0	12.999999999999996	9.999999999999998	9.999999999999998	11.0	11.0	4.999999999999999	6.0	1.9999999999999996	3.0	3.999999999999999	1.9999999999999996
EC-02M	75855.00000000001	898.9999999999998	76754.00000000001	93979.0	43667.99999999999	27521.0	3134.0000000000005	589.0	89.99999999999999	76.0	122.00000000000001	138.00000000000003	46.999999999999986	43.0	12.000000000000002	46.999999999999986	46.000000000000014	25.0	41.000000000000014	26.0	29.999999999999993	37.0	15.999999999999996	14.999999999999996	13.0	11.0	7.999999999999998	19.0	9.0	7.000000000000001	9.0	7.000000000000001	7.999999999999998	9.999999999999996	7.000000000000001	9.0	3.999999999999999	7.000000000000001	3.999999999999999
EC-02P	47296	806	48102	48614	30918	12125	3181	700	17	8	21	143	13	8	3	26	17	4	9	4	41	19	0	3	4	2	2	2	2	3	2	6	4	1	0	2	3	1	2
EC-03	811762.999999999	6847.000000000005	818610.0000000006	955079.9999999999	482920.0	284213.00000000006	27680.999999999975	3212.999999999996	1440.0000000000014	956.0000000000001	1902.000000000001	1510.9999999999993	740.0000000000011	586.9999999999995	114.00000000000007	556.0	636.9999999999997	380.9999999999998	590.0000000000002	445.0000000000001	738.9999999999995	367.0	360.9999999999998	272.9999999999997	253.0000000000001	217.99999999999994	145.00000000000017	213.0000000000001	179.99999999999983	89.99999999999993	172.00000000000003	192.99999999999991	136.0000000000002	141.99999999999997	103.99999999999997	103.99999999999997	73.0	74.99999999999997	38.999999999999986
EC-03A	99028.00000000004	827.0000000000002	99855.0	118719.0	57446.99999999999	35760.99999999999	3904.0000000000014	648.9999999999999	137.0	84.99999999999999	161.0	184.0	58.999999999999964	50.0	11.0	54.0	55.00000000000003	30.00000000000001	58.00000000000003	34.0	89.00000000000004	32.99999999999999	25.0	17.0	18.000000000000004	19.999999999999996	13.999999999999996	16.0	16.0	9.000000000000002	12.999999999999995	17.0	9.999999999999998	13.999999999999996	6.999999999999998	15.000000000000005	8.0	4.999999999999999	3.0
EC-03B	120437.00000000006	944.0	121381.00000000003	140198.99999999997	74878.99999999999	38981.0	4312.000000000001	431.99999999999983	193.0000000000001	124.00000000000001	294.99999999999983	205.99999999999997	82.00000000000001	87.0	12.000000000000002	89.99999999999997	74.0	44.00000000000001	76.99999999999997	59.0	107.99999999999996	51.99999999999999	35.00000000000003	31.999999999999993	36.0	30.000000000000007	3.999999999999999	31.999999999999993	22.000000000000004	15.000000000000004	20.000000000000014	24.000000000000004	15.000000000000004	20.000000000000014	13.999999999999998	6.999999999999999	10.000000000000007	6.999999999999999	6.999999999999999
EC-03C	108582.99999999999	882.9999999999997	109466.00000000003	128005.00000000003	69822.0	32966.99999999999	3531.9999999999986	412.0000000000001	146.0000000000001	120.00000000000007	299.0	239.0000000000001	105.0	60.99999999999999	14.0	63.999999999999986	81.00000000000006	52.0	92.99999999999996	63.999999999999986	75.00000000000001	47.00000000000001	43.999999999999964	30.000000000000018	36.000000000000014	35.000000000000014	26.0	33.0	18.999999999999993	10.999999999999991	22.999999999999996	28.0	21.000000000000004	21.000000000000004	15.999999999999996	17.0	14.0	13.0	3.0000000000000004
EC-03D	70616.99999999999	502.9999999999999	71119.99999999999	82439.00000000001	42020.99999999999	25406.999999999993	1468.0000000000002	168.99999999999991	150.99999999999991	93.00000000000006	186.99999999999997	168.99999999999991	110.00000000000004	67.0	12.999999999999995	58.999999999999986	78.00000000000003	49.999999999999986	67.99999999999997	41.99999999999999	74.0	44.00000000000001	49.999999999999986	33.999999999999986	24.999999999999993	29.00000000000001	20.000000000000004	20.999999999999996	25.99999999999999	7.999999999999999	20.000000000000004	24.999999999999993	17.999999999999996	20.999999999999996	12.999999999999995	12.0	12.0	10.000000000000002	3.0
EC-03E	92565.99999999999	786.0	93352.00000000003	109804.00000000003	55932.00000000001	31450.999999999985	3028.0000000000005	257.0000000000002	163.99999999999997	138.99999999999997	226.00000000000009	199.00000000000003	110.99999999999997	84.99999999999997	17.0	80.99999999999999	84.00000000000003	70.00000000000003	95.99999999999999	81.99999999999999	92.99999999999996	45.999999999999986	75.00000000000003	39.0	37.999999999999986	25.000000000000007	20.000000000000007	21.999999999999996	31.00000000000001	9.000000000000004	29.0	21.000000000000007	21.000000000000007	23.999999999999996	7.000000000000003	14.000000000000005	8.0	15.000000000000004	7.000000000000003
EC-03F	99964.99999999999	870.0000000000001	100834.99999999999	119525.99999999999	59795.999999999985	34075.99999999999	4033.999999999999	542.0000000000002	178.99999999999997	97.99999999999999	240.99999999999991	157.00000000000003	53.0	59.0	15.0	54.99999999999999	71.0	30.0	74.99999999999997	40.00000000000001	108.99999999999999	39.00000000000001	34.0	27.00000000000001	30.0	18.0	21.000000000000004	23.99999999999999	18.0	9.0	21.000000000000004	29.000000000000004	18.0	11.000000000000002	7.000000000000001	11.999999999999995	8.0	5.999999999999997	2.9999999999999987
EC-03G	100954.0	885.0	101838.99999999999	121686.00000000004	48036.999999999985	47654.0	3172.0	251.99999999999994	265.99999999999983	142.0	228.0	126.99999999999994	97.0	91.00000000000001	14.000000000000002	86.00000000000001	77.99999999999997	62.00000000000001	59.999999999999986	58.0	97.0	48.99999999999997	54.0	48.0	41.999999999999986	24.0	20.999999999999993	32.99999999999999	14.999999999999996	14.999999999999996	22.999999999999996	22.999999999999996	13.000000000000002	16.0	22.000000000000004	16.0	6.0	8.999999999999996	4.0
EC-03H	85391.0	492.0	85883.0	99484.00000000004	52399.999999999985	28743.999999999993	2319.0000000000014	203.0	185.0	148.99999999999986	243.00000000000003	182.00000000000003	111.00000000000006	82.99999999999999	13.999999999999995	55.0	105.99999999999996	35.000000000000014	52.99999999999998	62.0	67.00000000000001	40.99999999999998	39.999999999999986	45.0	24.0	33.0	16.999999999999996	30.000000000000004	24.0	12.0	22.0	19.000000000000004	18.0	15.000000000000002	9.999999999999996	6.999999999999997	6.999999999999997	8.000000000000002	8.000000000000002
EC-03P	34222	657	34879	35218	22586	9172	1912	297	19	6	22	48	12	4	4	12	10	8	10	4	27	16	4	1	4	4	2	2	9	2	1	7	2	0	8	4	0	2	1
EC-04	934875.0000000015	9019.999999999982	943894.999999999	1111860.0000000002	471502.00000000006	417354.9999999998	23538.999999999975	3619.000000000007	1733.000000000001	2108.9999999999995	1824.0000000000005	1639.0000000000011	1321.999999999998	991.0000000000002	204.00000000000028	907.9999999999995	895.0000000000002	815.0000000000006	576.9999999999998	797.0000000000008	455.9999999999998	571.9999999999989	577.0000000000001	489.9999999999997	297.99999999999983	273.9999999999998	265.9999999999999	260.0000000000006	263.99999999999994	120.00000000000011	236.00000000000034	180.99999999999986	175.99999999999991	205.00000000000017	165.00000000000006	138.9999999999999	146.99999999999991	145.99999999999983	73.99999999999999
EC-04A	43744.99999999999	277.0	44022.0	51631.99999999999	24829.00000000001	16838.999999999996	958.9999999999999	135.0	77.99999999999993	105.00000000000001	132.0	92.99999999999999	77.00000000000001	48.000000000000014	4.000000000000001	38.999999999999964	48.99999999999998	24.999999999999993	44.00000000000001	38.00000000000001	9.000000000000002	30.999999999999993	32.00000000000001	27.000000000000004	19.000000000000004	16.000000000000004	22.000000000000004	9.000000000000002	12.999999999999998	4.000000000000001	12.000000000000004	9.000000000000002	8.000000000000002	9.999999999999998	7.000000000000001	7.000000000000001	3.000000000000001	8.000000000000002	4.999999999999999
EC-04B	132496.99999999997	1135.0000000000005	133631.99999999997	158902.9999999999	64297.999999999985	62043.99999999998	3400.9999999999986	383.00000000000017	227.00000000000003	244.99999999999986	250.99999999999994	219.0000000000002	136.99999999999994	121.0	17.0	108.00000000000003	139.00000000000003	96.99999999999999	79.99999999999999	85.99999999999993	85.00000000000004	56.000000000000036	68.0	60.00000000000002	32.99999999999999	41.99999999999999	27.000000000000007	25.999999999999986	38.000000000000014	17.0	42.999999999999964	17.999999999999996	9.999999999999998	31.0	24.999999999999996	15.999999999999996	19.000000000000007	24.999999999999996	4.999999999999999
EC-04C	71414.0	683.9999999999997	72097.99999999999	86342.00000000001	32056.999999999996	35848.0	1439.0000000000002	207.99999999999994	157.0	213.00000000000003	152.99999999999994	123.00000000000001	159.00000000000003	94.00000000000001	21.999999999999996	100.99999999999997	75.0	102.00000000000001	34.99999999999998	81.0	39.00000000000001	60.000000000000014	63.99999999999999	49.999999999999986	30.000000000000007	27.999999999999993	33.00000000000001	39.00000000000001	20.0	15.999999999999998	23.999999999999993	18.999999999999996	20.999999999999996	20.0	20.999999999999996	13.999999999999996	20.999999999999996	13.999999999999996	13.999999999999996
EC-04D	50478.00000000001	345.0	50823.000000000015	57764.000000000015	29334.0	19098.0	748.0000000000002	104.99999999999999	141.99999999999994	135.0	120.00000000000004	98.0	78.0	68.00000000000001	6.999999999999998	47.00000000000002	55.999999999999986	44.999999999999986	50.00000000000002	36.00000000000001	15.999999999999998	38.0	38.0	38.0	23.0	15.000000000000005	18.000000000000004	17.000000000000004	17.000000000000004	7.999999999999999	12.999999999999998	11.999999999999998	7.999999999999999	10.0	11.000000000000002	9.000000000000002	6.999999999999998	5.999999999999999	6.999999999999998
EC-04E	40368.00000000002	422.00000000000017	40790.00000000001	47510.0	20296.0	18237.999999999996	681.0000000000003	106.99999999999999	96.00000000000004	108.99999999999997	84.00000000000003	79.00000000000001	85.00000000000003	56.99999999999999	8.0	50.000000000000014	57.999999999999986	51.000000000000014	27.999999999999996	53.00000000000001	23.000000000000004	31.0	46.00000000000001	27.999999999999996	16.0	16.0	17.000000000000004	8.0	12.999999999999998	8.999999999999998	13.999999999999998	5.0	10.0	14.999999999999998	12.999999999999998	6.000000000000003	3.0000000000000013	8.999999999999998	6.000000000000003
EC-04F	81370.0	700.0000000000001	82069.99999999997	97309.0	43787.99999999999	33293.00000000001	2539.0000000000014	344.00000000000006	137.00000000000003	143.0	139.99999999999994	154.99999999999997	91.0	84.00000000000001	19.0	61.99999999999999	71.99999999999997	54.00000000000001	37.000000000000014	52.99999999999999	34.999999999999986	39.0	33.00000000000001	35.999999999999986	28.000000000000004	20.0	15.0	20.0	19.0	10.0	20.0	10.0	11.0	17.999999999999993	10.0	6.000000000000001	14.000000000000002	10.0	5.0
EC-04G	57715.99999999997	627.0000000000002	58343.00000000003	69250.99999999997	27262.999999999993	28166.000000000025	791.0000000000003	116.0	125.00000000000003	189.99999999999991	135.99999999999997	84.00000000000001	103.00000000000001	81.99999999999999	16.999999999999996	59.99999999999998	63.000000000000014	63.999999999999986	36.0	57.00000000000002	16.999999999999996	37.0	51.99999999999999	36.0	21.000000000000004	20.000000000000004	25.999999999999996	14.000000000000005	21.999999999999993	7.000000000000003	18.999999999999996	12.999999999999998	10.000000000000002	14.000000000000005	10.999999999999996	5.999999999999998	21.000000000000004	9.0	7.999999999999998
EC-04H	66405.0	666.0000000000001	67071.00000000001	82680.0	35242.00000000001	27398.999999999996	2189.0	508.99999999999994	85.99999999999999	122.00000000000003	112.0	161.99999999999994	57.999999999999986	50.0	14.0	54.0	44.0	28.999999999999993	40.00000000000001	28.999999999999993	28.0	32.0	27.0	28.0	14.999999999999998	13.0	14.999999999999998	13.0	13.0	9.0	5.000000000000001	8.0	11.0	11.0	9.0	10.000000000000002	4.0	14.0	1.0
